
,-8623.4074,-8633.0037,-8637.5984,-8639.5422,-8640.1769,-8640.2340,-8640.0841,-8639.8991,-8639.7422,-8639.5897
,-8685.8211,-8691.4586,-8693.9660,-8694.8619,-8695.0040,-8694.8484,-8694.6187,-8694.4114,-8694.2537,-8694.1090
,-8709.8562,-8712.5583,-8713.6667,-8713.9768,-8713.9332,-8713.7666,-8713.5881,-8713.4405,-8713.3335,-8713.2373
,-8704.2326,-8710.7292,-8713.8124,-8715.0936,-8715.4911,-8715.5032,-8715.3822,-8715.2430,-8715.1276,-8715.0170
,-8740.4192,-8743.6981,-8745.0442,-8745.4214,-8745.3682,-8745.1661,-8744.9503,-8744.7712,-8744.6413,-8744.5245
,-8716.2131,-8724.2584,-8727.9975,-8729.4821,-8729.8790,-8729.8151,-8729.6064,-8729.3935,-8729.2236,-8729.0630
,-8870.1902,-8874.5717,-8876.4454,-8877.0456,-8877.0661,-8876.8710,-8876.6372,-8876.4375,-8876.2895,-8876.1554
,-8731.9746,-8746.3151,-8753.4298,-8756.6533,-8757.9024,-8758.2336,-8758.1934,-8758.0453,-8757.8957,-8757.7399
,-8661.2992,-8709.5560,-8734.9241,-8747.5949,-8753.5167,-8756.0353,-8756.9532,-8757.1875,-8757.1732,-8757.0565
,-8801.6953,-8806.8006,-8809.0920,-8809.9303,-8810.0842,-8809.9635,-8809.7711,-8809.5936,-8809.4582,-8809.3329
,-8848.8178,-8856.0971,-8859.4476,-8860.7486,-8861.0682,-8860.9782,-8860.7653,-8860.5547,-8860.3901,-8860.2358
,-8865.9264,-8869.9866,-8871.6776,-8872.1774,-8872.1415,-8871.9167,-8871.6669,-8871.4586,-8871.3061,-8871.1695
,-8716.8947,-8730.3005,-8736.9389,-8739.9351,-8741.0871,-8741.3834,-8741.3363,-8741.1910,-8741.0470,-8740.8973
,-8712.3392,-8713.4468,-8713.6796,-8713.5230,-8713.2376,-8712.9513,-8712.7142,-8712.5399,-8712.4200,-8712.3174
,-8836.9993,-8837.9908,-8838.1703,-8837.9933,-8837.7029,-8837.4177,-8837.1847,-8837.0132,-8836.8966,-8836.7956
,-8820.1276,-8825.8619,-8828.4800,-8829.4778,-8829.7032,-8829.6113,-8829.4276,-8829.2510,-8829.1136,-8828.9857
,-8706.2657,-8725.8203,-8735.6938,-8740.3090,-8742.2195,-8742.8406,-8742.9127,-8742.7988,-8742.6544,-8742.4903
,-8542.4077,-8550.7153,-8554.7355,-8556.4729,-8557.0743,-8557.1661,-8557.0675,-8556.9293,-8556.8085,-8556.6885
,-8589.7731,-8605.3658,-8612.9986,-8616.3709,-8617.6046,-8617.8618,-8617.7424,-8617.5277,-8617.3303,-8617.1307
,-8649.3053,-8674.2983,-8687.0396,-8693.0947,-8695.6834,-8696.5969,-8696.7792,-8696.6970,-8696.5538,-8696.3791
,-8660.3312,-8685.5342,-8698.5461,-8704.8615,-8707.6692,-8708.7513,-8709.0561,-8709.0568,-8708.9684,-8708.8390
,-8779.3788,-8781.9564,-8782.9643,-8783.1961,-8783.0936,-8782.8851,-8782.6780,-8782.5112,-8782.3918,-8782.2856
,-8722.1536,-8740.7808,-8750.0998,-8754.3854,-8756.1016,-8756.6076,-8756.6127,-8756.4603,-8756.2924,-8756.1122
,-8768.2520,-8768.9315,-8768.9996,-8768.8079,-8768.5424,-8768.2928,-8768.0921,-8767.9464,-8767.8470,-8767.7627
,-8785.1983,-8787.6071,-8788.4833,-8788.6166,-8788.4423,-8788.1835,-8787.9415,-8787.7523,-8787.6181,-8787.5006
,-8687.7588,-8696.4663,-8700.5627,-8702.2335,-8702.7224,-8702.7027,-8702.5134,-8702.3085,-8702.1413,-8701.9825
,-8698.9811,-8713.6896,-8721.0458,-8724.4268,-8725.7789,-8726.1760,-8726.1786,-8726.0563,-8725.9234,-8725.7800
,-8671.9111,-8678.2285,-8681.1098,-8682.2060,-8682.4519,-8682.3483,-8682.1445,-8681.9486,-8681.7970,-8681.6552
,-8639.7130,-8665.5827,-8678.8251,-8685.1610,-8687.9059,-8688.9046,-8689.1331,-8689.0749,-8688.9452,-8688.7806
,-8704.7671,-8733.7608,-8748.5505,-8755.5855,-8758.5990,-8759.6669,-8759.8850,-8759.7932,-8759.6299,-8759.4303
,-8774.9941,-8781.2727,-8784.2343,-8785.4497,-8785.8121,-8785.8059,-8785.6758,-8785.5318,-8785.4144,-8785.3018
,-8814.0118,-8820.4503,-8823.4974,-8824.7562,-8825.1401,-8825.1438,-8825.0170,-8824.8751,-8824.7576,-8824.6457
,-8867.7292,-8867.3564,-8866.9576,-8866.6002,-8866.3102,-8866.0911,-8865.9344,-8865.8282,-8865.7591,-8865.7013
,-8773.8064,-8794.4846,-8804.9159,-8809.7842,-8811.7926,-8812.4397,-8812.5091,-8812.3836,-8812.2270,-8812.0517
,-8790.9535,-8791.4298,-8791.4473,-8791.2744,-8791.0529,-8790.8477,-8790.6853,-8790.5674,-8790.4886,-8790.4202
,-8630.9312,-8637.8355,-8641.0537,-8642.3396,-8642.6910,-8642.6447,-8642.4726,-8642.2942,-8642.1517,-8642.0169
