
,-8743.1798,-8743.7105,-8743.7157,-8743.5043,-8743.2395,-8742.9968,-8742.8046,-8742.6661,-8742.5727,-8742.4927
,-8796.7157,-8796.6084,-8796.3063,-8795.9643,-8795.6549,-8795.4075,-8795.2246,-8795.0974,-8795.0138,-8794.9432
,-8881.9204,-8882.9700,-8883.2413,-8883.1587,-8882.9498,-8882.7287,-8882.5422,-8882.4030,-8882.3068,-8882.2242
,-8804.9073,-8804.8438,-8804.5294,-8804.1524,-8803.8062,-8803.5255,-8803.3170,-8803.1716,-8803.0756,-8802.9954
,-8704.2318,-8708.0589,-8709.7384,-8710.3176,-8710.3861,-8710.2577,-8710.0851,-8709.9326,-8709.8176,-8709.7131
,-8833.0014,-8836.0303,-8837.3262,-8837.7425,-8837.7576,-8837.6238,-8837.4629,-8837.3254,-8837.2234,-8837.1305
,-8738.1837,-8739.6036,-8740.0260,-8739.9841,-8739.7675,-8739.5217,-8739.3097,-8739.1497,-8739.0385,-8738.9418
,-8850.3476,-8850.1707,-8849.8794,-8849.5790,-8849.3182,-8849.1137,-8848.9639,-8848.8609,-8848.7930,-8848.7364
,-8798.5855,-8798.8029,-8798.6491,-8798.3621,-8798.0647,-8797.8107,-8797.6168,-8797.4794,-8797.3875,-8797.3097
,-8811.7748,-8811.5243,-8811.1428,-8810.7571,-8810.4250,-8810.1657,-8809.9763,-8809.8462,-8809.7610,-8809.6898
,-8771.8656,-8772.0711,-8771.8804,-8771.5515,-8771.2169,-8770.9323,-8770.7158,-8770.5631,-8770.4606,-8770.3746
,-8733.6413,-8733.5293,-8733.2186,-8732.8674,-8732.5503,-8732.2964,-8732.1090,-8731.9791,-8731.8930,-8731.8211
,-8807.0439,-8810.2030,-8811.4645,-8811.7831,-8811.6898,-8811.4613,-8811.2268,-8811.0369,-8810.8989,-8810.7770
,-8764.0823,-8764.5098,-8764.4236,-8764.1372,-8763.8144,-8763.5292,-8763.3076,-8763.1492,-8763.0429,-8762.9525
,-8830.3691,-8833.3777,-8834.6542,-8835.0537,-8835.0552,-8834.9112,-8834.7438,-8834.6016,-8834.4963,-8834.4016
,-8726.4417,-8726.8710,-8726.7921,-8726.5144,-8726.2005,-8725.9225,-8725.7061,-8725.5513,-8725.4471,-8725.3587
,-8689.4659,-8690.5767,-8690.8098,-8690.6530,-8690.3677,-8690.0800,-8689.8430,-8689.6678,-8689.5480,-8689.4448
,-8676.4764,-8677.5397,-8677.7255,-8677.5265,-8677.2069,-8676.8936,-8676.6384,-8676.4510,-8676.3233,-8676.2137
,-8577.5749,-8577.2247,-8576.8108,-8576.4238,-8576.1037,-8575.8586,-8575.6820,-8575.5616,-8575.4834,-8575.4183
,-8831.9565,-8832.6836,-8832.7994,-8832.6493,-8832.4173,-8832.1926,-8832.0100,-8831.8762,-8831.7852,-8831.7068
,-8722.2727,-8722.3244,-8722.1299,-8721.8595,-8721.5990,-8721.3829,-8721.2204,-8721.1065,-8721.0309,-8720.9672
,-8835.5937,-8835.6173,-8835.3498,-8834.9963,-8834.6614,-8834.3859,-8834.1790,-8834.0349,-8833.9386,-8833.8586
,-8822.3899,-8823.2808,-8823.4347,-8823.2663,-8822.9968,-8822.7331,-8822.5181,-8822.3609,-8822.2533,-8822.1610
,-8715.5912,-8715.5379,-8715.2389,-8714.8777,-8714.5454,-8714.2749,-8714.0740,-8713.9342,-8713.8421,-8713.7643
,-8780.4641,-8783.2042,-8784.2742,-8784.5195,-8784.4098,-8784.1878,-8783.9664,-8783.7891,-8783.6617,-8783.5488
,-8669.7383,-8670.3331,-8670.3336,-8670.0901,-8669.7869,-8669.5095,-8669.2906,-8669.1327,-8669.0256,-8668.9343
