
,-8725.9006,-8732.7120,-8735.8500,-8737.0732,-8737.3765,-8737.2964,-8737.0998,-8736.9053,-8736.7521,-8736.6092
,-8828.2094,-8831.6513,-8833.0150,-8833.3493,-8833.2347,-8832.9752,-8832.7125,-8832.4999,-8832.3470,-8832.2103
,-8745.0961,-8764.9718,-8774.9470,-8779.5598,-8781.4288,-8781.9992,-8782.0278,-8781.8810,-8781.7133,-8781.5290
,-8720.4294,-8749.1332,-8764.0562,-8771.3807,-8774.7031,-8776.0372,-8776.4607,-8776.5147,-8776.4493,-8776.3319
,-8754.7887,-8766.6664,-8772.5182,-8775.1355,-8776.1208,-8776.3544,-8776.2907,-8776.1467,-8776.0092,-8775.8681
,-8715.8023,-8733.4931,-8742.3214,-8746.3635,-8747.9664,-8748.4251,-8748.4135,-8748.2570,-8748.0908,-8747.9125
,-8618.1419,-8657.1691,-8677.2643,-8686.9729,-8691.2553,-8692.8772,-8693.3086,-8693.2816,-8693.1265,-8692.9108
,-8564.9329,-8636.1278,-8673.4218,-8691.9461,-8700.5230,-8704.1091,-8705.3640,-8705.6418,-8705.5745,-8705.3646
,-8654.6489,-8729.9532,-8769.5231,-8789.2743,-8798.4956,-8802.4093,-8803.8289,-8804.1859,-8804.1569,-8803.9702
,-8609.5966,-8610.7269,-8610.9375,-8610.7431,-8610.4196,-8610.1006,-8609.8393,-8609.6473,-8609.5161,-8609.4035
,-8522.6086,-8624.4303,-8678.1911,-8705.2285,-8718.0072,-8723.5538,-8725.6638,-8726.2793,-8726.3281,-8726.1497
,-8695.0245,-8700.2425,-8702.6041,-8703.4864,-8703.6671,-8703.5632,-8703.3815,-8703.2100,-8703.0779,-8702.9561
,-8360.2576,-8422.0025,-8454.5866,-8470.9612,-8478.6901,-8482.0367,-8483.3035,-8483.6687,-8483.6928,-8483.5793
,-8653.2404,-8667.9125,-8675.2211,-8678.5575,-8679.8717,-8680.2398,-8680.2206,-8680.0842,-8679.9420,-8679.7907
,-8697.4683,-8731.3347,-8748.8568,-8757.3896,-8761.2067,-8762.6971,-8763.1339,-8763.1539,-8763.0473,-8762.8851
,-8670.0687,-8713.2139,-8735.6193,-8746.5954,-8751.5582,-8753.5388,-8754.1556,-8754.2233,-8754.1165,-8753.9328
,-8771.1102,-8784.2287,-8790.6605,-8793.5100,-8794.5596,-8794.7858,-8794.6921,-8794.5164,-8794.3537,-8794.1886
,-8682.8493,-8746.0821,-8779.2137,-8795.6787,-8803.3080,-8806.5013,-8807.6237,-8807.8753,-8807.8187,-8807.6350
,-8629.9215,-8688.2852,-8718.9736,-8734.3086,-8741.4806,-8744.5345,-8745.6499,-8745.9376,-8745.9225,-8745.7837
,-8674.3785,-8744.5374,-8781.4373,-8799.8836,-8808.5162,-8812.1967,-8813.5447,-8813.8954,-8813.8802,-8813.7165
,-8802.7318,-8808.3575,-8810.9556,-8811.9726,-8812.2299,-8812.1692,-8812.0111,-8811.8533,-8811.7291,-8811.6122
,-8656.1216,-8661.5479,-8664.1189,-8665.1827,-8665.5092,-8665.5149,-8665.4101,-8665.2913,-8665.1938,-8665.0994
,-8815.2888,-8837.2001,-8848.2186,-8853.3319,-8855.4180,-8856.0681,-8856.1159,-8855.9647,-8855.7872,-8855.5910
,-8676.0411,-8690.9869,-8698.4923,-8701.9670,-8703.3783,-8703.8116,-8703.8369,-8703.7284,-8703.6041,-8703.4669
,-8709.3242,-8709.3489,-8709.1425,-8708.8690,-8708.6080,-8708.3935,-8708.2326,-8708.1202,-8708.0450,-8707.9826
,-8648.8427,-8648.8349,-8648.5912,-8648.2816,-8647.9908,-8647.7532,-8647.5758,-8647.4521,-8647.3699,-8647.3007
,-8094.9255,-8156.5907,-8188.6485,-8204.3823,-8211.5183,-8214.3841,-8215.2926,-8215.4082,-8215.2667,-8215.0149
,-8626.9519,-8667.6763,-8688.8765,-8699.3040,-8704.0511,-8705.9711,-8706.5923,-8706.6830,-8706.5992,-8706.4414
,-8680.3954,-8704.1312,-8716.2550,-8722.0343,-8724.5211,-8725.4110,-8725.6015,-8725.5349,-8725.4068,-8725.2478
,-8740.6433,-8741.7797,-8742.1069,-8742.0593,-8741.8728,-8741.6654,-8741.4878,-8741.3536,-8741.2611,-8741.1803
,-8633.2780,-8690.7815,-8720.9236,-8735.9115,-8742.8637,-8745.7791,-8746.8089,-8747.0431,-8746.9960,-8746.8321
,-8627.5589,-8702.9422,-8742.8324,-8762.9626,-8772.5297,-8776.7232,-8778.3502,-8778.8515,-8778.9182,-8778.8115
,-8714.5325,-8714.7703,-8714.6574,-8714.4150,-8714.1578,-8713.9356,-8713.7644,-8713.6435,-8713.5620,-8713.4933
,-8753.7793,-8765.3498,-8770.9151,-8773.2910,-8774.0880,-8774.1820,-8774.0209,-8773.8107,-8773.6302,-8773.4540
,-8684.6352,-8695.1917,-8700.2967,-8702.4994,-8703.2591,-8703.3713,-8703.2441,-8703.0667,-8702.9114,-8702.7583
,-8672.4830,-8696.1013,-8708.1297,-8713.8360,-8716.2677,-8717.1188,-8717.2818,-8717.1974,-8717.0581,-8716.8896
,-8269.6824,-8528.3934,-8666.2836,-8736.6346,-8770.6608,-8786.0289,-8792.3421,-8794.5720,-8795.1389,-8795.0561
,-8673.9141,-8696.9491,-8708.7171,-8714.3293,-8716.7453,-8717.6113,-8717.7974,-8717.7340,-8717.6108,-8717.4572
,-8727.3997,-8782.4416,-8811.2077,-8825.4441,-8831.9954,-8834.7015,-8835.6233,-8835.8039,-8835.7292,-8835.5474
,-8634.3167,-8650.2495,-8658.1458,-8661.7164,-8663.0940,-8663.4531,-8663.4025,-8663.2333,-8663.0644,-8662.8886
,-8711.1740,-8732.6798,-8743.6448,-8748.8555,-8751.0835,-8751.8699,-8752.0272,-8751.9564,-8751.8330,-8751.6837
,-8771.3856,-8778.3666,-8781.6469,-8782.9816,-8783.3692,-8783.3499,-8783.1957,-8783.0293,-8782.8942,-8782.7655
,-8631.9431,-8772.8589,-8847.6503,-8885.5663,-8903.7199,-8911.7799,-8914.9858,-8916.0380,-8916.2391,-8916.1039
,-8714.8977,-8749.0618,-8766.6282,-8775.0964,-8778.8155,-8780.2118,-8780.5725,-8780.5361,-8780.3917,-8780.1965
,-8697.5378,-8730.7675,-8747.9503,-8756.3094,-8760.0435,-8761.4965,-8761.9178,-8761.9322,-8761.8243,-8761.6625
,-8758.2532,-8759.0007,-8759.0918,-8758.9019,-8758.6299,-8758.3714,-8758.1634,-8758.0115,-8757.9082,-8757.8200
,-8725.3337,-8743.1070,-8752.2050,-8756.5583,-8758.4435,-8759.1291,-8759.2860,-8759.2462,-8759.1574,-8759.0437
,-8476.8110,-8597.1372,-8661.1621,-8693.7453,-8709.4409,-8716.4830,-8719.3396,-8720.3220,-8720.5491,-8720.4791
